Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,6,28/2/2018 10:50,223,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,345291.4798,13452.9148,111.5,130.8147545,204,19,223,111.5,130.8147545,204,19,0,0,0,0,0,1,0,0,0,60,0,13452.9148,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,Infilteration
21,6,7/7/2017 1:56,614,2,1,8,2,6,2,4,2.828427125,2,2,2,0,16286.64495,4885.993485,307,363.4528855,564,50,614,614,0,614,614,0,0,0,0,0,0,0,0,0,44,24,3257.32899,1628.664495,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
80,6,15/2/2018 9:27,5995312,4,4,326,972,326,0,81.5,163,972,0,243,486,216.5024939,1.334375926,856473.1429,1865862.717,5004832,3,990480,330160,569539.1384,987806,272,5995309,1998436.333,2650029.883,5005139,2680,0,0,0,0,136,136,0.667187963,0.667187963,0,972,144.2222222,328.6068235,107982.4444,0,0,0,1,0,0,0,0,1,162.25,81.5,243,0,0,0,0,0,0,4,326,4,972,26883,219,1,32,0,0,0,0,0,0,0,0,DoS GoldenEye
8080,6,7/7/2017 10:04,134812,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,2522.03068,51.92416105,22468.66667,53230.91125,131123,123,134812,44937.33333,76126.81717,132841,949,132783,66391.5,91544.16521,131123,1660,0,0,0,0,92,72,29.67094917,22.25321188,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,0,48.57142857,51.5,44.66666667,0,0,0,0,0,0,4,206,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
21,6,14/2/2018 10:33,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,FTP-Patator
80,6,23/2/2018 10:09,56003225,153,104,54995,72487,646,0,359.4444444,271.4171844,1068,0,696.9903846,368.2342146,2276.333193,4.589021436,218762.5977,410692.158,1089703,7,56001802,368432.9079,478963.3291,1089703,303,56003218,543720.5631,552574.1981,1143068,26,0,0,0,0,3072,2092,2.731985524,1.857035912,0,1068,494.1162791,355.4102059,126316.4144,0,0,1,1,0,0,0,1,0,496.0389105,359.4444444,696.9903846,0,0,0,0,0,0,153,54995,104,72487,8192,1228,101,20,0,0,0,0,0,0,0,0,Web Attack
31808,6,23/2/2018 9:17,335116,5,5,3488,672,1168,0,697.6,452.9158862,560,0,134.4,239.6263758,12413.612,29.84041347,37235.11111,33911.90412,92083,150,335116,83779,72678.66946,163350,150,254148,63537,37538.15819,97126,27477,1,0,0,0,100,100,14.92020673,14.92020673,0,1168,445.0909091,440.0330566,193629.0909,0,1,0,0,1,0,0,0,1,489.6,697.6,134.4,0,0,0,0,0,0,5,3488,5,672,253,256,3,20,0,0,0,0,0,0,0,0,Web Attack
80,6,23/2/2018 10:05,177,2,0,0,0,0,0,0,0,0,0,0,0,0,11299.43503,177,0,177,177,177,177,0,177,177,0,0,0,0,0,0,0,0,0,40,0,11299.43503,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2047,-1,0,20,0,0,0,0,0,0,0,0,Web Attack
80,6,5/7/2017 10:43,9991,3,5,354,11595,354,0,118,204.3819953,7240,0,2319,3003.171157,1195976.379,800.7206486,1427.285714,3357.932882,9035,2,9083,4541.5,6419.822466,9081,2,9945,2486.25,4435.837341,9137,153,0,0,0,0,104,168,300.2702432,500.4504054,0,7240,1327.666667,2429.659956,5903247.5,0,0,0,1,0,0,0,0,1,1493.625,118,2319,0,0,0,0,0,0,3,354,5,11595,29200,235,1,32,0,0,0,0,0,0,0,0,DoS Hulk
21,6,14/2/2018 10:33,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,FTP-Patator
80,6,15/2/2018 9:27,5999411,4,4,717,972,717,0,179.25,358.5,972,0,243,486,281.5276366,1.333464235,857058.7143,1864182.598,5000850,3,998561,332853.6667,571257.2021,992477,288,5999408,1999802.667,2645600.107,5001162,6090,0,0,0,0,136,136,0.666732118,0.666732118,0,972,187.6666667,377.8068289,142738,0,0,0,1,0,0,0,0,1,211.125,179.25,243,0,0,0,0,0,0,4,717,4,972,26883,221,1,32,0,0,0,0,0,0,0,0,DoS GoldenEye
21,6,14/2/2018 10:33,3,1,1,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,333333.3333,333333.3333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,FTP-Patator
80,17,21/2/2018 10:09,119728217,115787,0,3705184,0,32,32,32,0,0,0,0,0,30946.62305,967.0819703,1034.047441,21736.80598,978757,0,120000000,1034.047441,21736.80598,978757,0,0,0,0,0,0,0,0,0,0,926296,0,967.0819703,0,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.00027637,32,0,0,0,0,0,0,0,115787,3705184,0,0,-1,-1,115786,8,0,0,0,0,0,0,0,0,DDoS
80,6,5/7/2017 9:48,532582,4,2,231,0,231,0,57.75,115.5,0,0,0,0,433.7360256,11.2658708,106516.4,237700.0157,531727,46,532582,177527.3333,306823.0253,531816,227,809,809,0,809,809,0,0,0,0,136,72,7.51058053,3.755290265,0,231,33,87.30979327,7623,0,0,0,1,0,0,0,0,0,38.5,57.75,0,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0,0,0,0,0,0,0,0,DoS slowloris
80,17,21/2/2018 10:09,119697031,147733,0,4727456,0,32,32,32,0,0,0,0,0,39495.1818,1234.224431,810.2308978,16915.9491,663284,0,120000000,810.2308978,16915.9491,663284,0,0,0,0,0,0,0,0,0,0,1181864,0,1234.224431,0,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.00021661,32,0,0,0,0,0,0,0,147733,4727456,0,0,-1,-1,147732,8,0,0,0,0,0,0,0,0,DDoS
21,6,14/2/2018 10:33,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,FTP-Patator
8080,6,2/3/2018 10:17,10629,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,42807.41368,658.5755951,1771.5,3889.45563,9700,1,571,285.5,330.2188668,519,52,10131,3377,5480.078193,9700,1,0,0,0,0,72,92,282.2466836,376.3289115,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
444,6,7/7/2017 1:55,126,1,1,2,6,2,2,2,0,6,6,6,0,63492.06349,15873.01587,126,0,126,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,7936.507937,7936.507937,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
80,6,5/7/2017 9:48,518081,4,2,231,0,231,0,57.75,115.5,0,0,0,0,445.876224,11.58120062,103616.2,231245.7007,517281,40,518081,172693.6667,298505.4102,517378,239,760,760,0,760,760,0,0,0,0,136,72,7.720800415,3.860400208,0,231,33,87.30979327,7623,0,0,0,1,0,0,0,0,0,38.5,57.75,0,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0,0,0,0,0,0,0,0,DoS slowloris
80,6,5/7/2017 10:43,33923,3,7,364,11595,364,0,121.3333333,210.155498,4344,0,1656.428571,1757.579003,352533.6792,294.7852489,3769.222222,7874.060877,22446,5,10998,5499,7769.689312,10993,5,33883,5647.166667,9309.054354,22446,17,0,0,0,0,104,232,88.43557468,206.3496743,0,4344,1087.181818,1577.075827,2487168.164,0,0,0,1,0,0,0,0,2,1195.9,121.3333333,1656.428571,0,0,0,0,0,0,3,364,7,11595,29200,235,1,32,0,0,0,0,0,0,0,0,DoS Hulk
8080,6,2/3/2018 10:17,10814,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,42075.08785,647.3090438,1802.333333,3994.632582,9949,21,530,265,304.0559159,480,50,10355,3451.666667,5628.698014,9949,59,0,0,0,0,72,92,277.4181616,369.8908822,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
1031,6,7/7/2017 9:00,8,1,1,6,6,6,6,6,0,6,6,6,0,1500000,250000,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,125000,125000,6,6,6,0,0,0,0,0,0,1,0,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,2053,255,0,20,0,0,0,0,0,0,0,0,BENIGN
22,6,14/2/2018 2:01,371798,22,22,1976,2665,640,0,89.81818182,138.0336868,976,0,121.1363636,258.6415603,12482.58463,118.3438319,8646.465116,26245.49372,122511,4,371612,17695.80952,36118.02181,122511,178,371789,17704.2381,46737.17028,161632,8,0,0,0,0,712,712,59.17191593,59.17191593,0,976,103.1333333,203.7484635,41513.43636,0,0,0,1,0,0,0,0,1,105.4772727,89.81818182,121.1363636,0,0,0,0,0,0,22,1976,22,2665,26883,230,16,32,0,0,0,0,0,0,0,0,SSH-Patator
80,6,5/7/2017 8:42,579225,132,150,160,320799,160,0,1.212121212,13.92621248,4344,0,2138.66,831.8348267,554118.0025,486.8574388,2061.298932,12214.52594,94632,0,579225,4421.564885,17683.93123,95158,1,483900,3247.651007,15697.10339,94740,2,0,0,0,0,4232,4808,227.890716,258.9667228,0,4344,1134.130742,1227.920672,1507789.178,0,0,0,1,0,0,0,0,1,1138.152482,1.212121212,2138.66,0,0,0,0,0,0,132,160,150,320799,29200,237,1,32,0,0,0,0,0,0,0,0,BENIGN
80,6,5/7/2017 10:43,40213,3,7,375,11595,375,0,125,216.5063509,4344,0,1656.428571,1757.579003,297664.9342,248.6758014,4468.111111,9665.158696,28452,5,11037,5518.5,7797.266476,11032,5,40009,6668.166667,11507.37521,28452,15,0,0,0,0,104,232,74.60274041,174.073061,0,4344,1088.181818,1576.57482,2485588.164,0,0,0,1,0,0,0,0,2,1197,125,1656.428571,0,0,0,0,0,0,3,375,7,11595,29200,235,1,32,0,0,0,0,0,0,0,0,DoS Hulk
80,6,5/7/2017 11:10,11987793,5,4,347,3525,347,0,69.4,155.1831176,3525,0,881.25,1762.5,322.9952336,0.750763714,1498474.125,2823998.496,6986092,2,6989525,1747381.25,3494061.845,6988474,2,1.20E+07,3995916.667,3599457.792,6986092,782,0,0,0,0,168,136,0.417090952,0.333672762,0,3525,387.2,1107.890668,1227421.733,0,0,0,1,0,0,0,0,0,430.2222222,69.4,881.25,0,0,0,0,0,0,5,347,4,3525,29200,235,1,32,825,0,825,825,6986092,0,6986092,6986092,DoS GoldenEye
8080,6,2/3/2018 10:18,478,2,0,0,0,0,0,0,0,0,0,0,0,0,4184.100418,478,0,478,478,478,478,0,478,478,0,0,0,0,0,0,0,0,0,40,0,4184.100418,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
80,6,5/7/2017 9:48,530544,4,2,231,0,231,0,57.75,115.5,0,0,0,0,435.4021533,11.30914684,106108.8,236769.0348,529654,46,530544,176848,305601.3427,529726,273,844,844,0,844,844,0,0,0,0,136,72,7.539431225,3.769715613,0,231,33,87.30979327,7623,0,0,0,1,0,0,0,0,0,38.5,57.75,0,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0,0,0,0,0,0,0,0,DoS slowloris
80,6,15/2/2018 9:27,5976808,4,4,310,972,310,0,77.5,155,972,0,243,486,214.4957643,1.33850711,853829.7143,1864920.302,5002533,4,974275,324758.3333,561044.9829,972597,320,5976796,1992265.333,2651991.839,5002807,1670,0,0,0,0,136,136,0.669253555,0.669253555,0,972,142.4444444,327.5420244,107283.7778,0,0,0,1,0,0,0,0,1,160.25,77.5,243,0,0,0,0,0,0,4,310,4,972,26883,219,1,32,0,0,0,0,0,0,0,0,DoS GoldenEye
21,6,4/7/2017 10:19,77,2,2,14,0,14,0,7,9.899494937,0,0,0,0,181818.1818,51948.05195,25.66666667,42.72391992,75,1,77,77,0,77,77,1,1,0,1,1,1,0,0,0,64,40,25974.02597,25974.02597,0,14,5.6,7.668115805,58.8,0,1,0,0,1,0,0,0,1,7,7,0,0,0,0,0,0,0,2,14,2,0,229,0,0,32,0,0,0,0,0,0,0,0,FTP-Patator
52456,6,28/2/2018 10:52,7991,2,1,38,0,38,0,19,26.87005769,0,0,0,0,4755.349768,375.4223501,3995.5,5622.206017,7971,20,7991,7991,0,7991,7991,0,0,0,0,0,1,0,0,0,40,20,250.2815668,125.1407834,0,38,19,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19,0,0,0,0,0,0,0,2,38,1,0,123,0,0,20,0,0,0,0,0,0,0,0,Infilteration
80,6,7/7/2017 1:55,818,2,1,8,2,6,2,4,2.828427125,2,2,2,0,12224.93888,3667.481663,409,444.0630586,723,95,818,818,0,818,818,0,0,0,0,0,0,0,0,0,44,24,2444.987775,1222.493888,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
443,6,5/7/2017 8:43,274441,12,14,5763,16108,3425,0,480.25,1016.589944,3121,0,1150.571429,863.040307,79692.90303,94.73803113,10977.64,19256.03424,52399,14,274427,24947.90909,30158.77837,87669,51,228316,17562.76923,28235.11155,75974,48,0,0,0,0,252,292,43.72524513,51.01278599,0,3425,810.037037,973.4094119,947525.8832,0,0,0,1,0,0,0,0,1,841.1923077,480.25,1150.571429,0,0,0,0,0,0,12,5763,14,16108,8192,256,11,20,0,0,0,0,0,0,0,0,BENIGN
22,6,4/7/2017 3:10,33,1,1,0,0,0,0,0,0,0,0,0,0,0,60606.06061,33,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,30303.0303,30303.0303,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0,0,0,0,0,0,0,0,SSH-Patator
444,6,7/7/2017 1:55,124,1,1,2,6,2,2,2,0,6,6,6,0,64516.12903,16129.03226,124,0,124,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,8064.516129,8064.516129,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
443,6,28/2/2018 10:52,20782327,8,7,738,3695,386,0,92.25,142.6832156,1460,0,527.8571429,675.6193279,213.3062385,0.721767105,1484451.929,5482558.782,20500000,0,20800000,2968903.857,7781619.314,20600000,62,20700000,3456165.5,8365888.812,20500000,0,0,0,0,0,172,152,0.384942456,0.336824649,0,1460,277.0625,494.7439026,244771.5292,0,0,1,1,0,0,0,1,0,295.5333333,92.25,527.8571429,0,0,0,0,0,0,8,738,7,3695,8192,7485,4,20,249085,0,249085,249085,20500000,0,20500000,20500000,Infilteration
52355,6,28/2/2018 10:50,1,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,77000000,3000000,0.5,0.707106781,1,0,1,0.5,0.707106781,1,0,0,0,0,0,0,1,0,0,0,60,0,3000000,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,123,-1,1,20,0,0,0,0,0,0,0,0,Infilteration
443,6,28/2/2018 10:52,6144803,10,12,646,3485,322,0,64.6,114.0333285,1432,0,290.4166667,476.4526989,672.2754171,3.580261239,292609.6667,1311763.252,6017361,0,6144803,682755.8889,2000561.039,6017432,751,6133015,557546.8182,1810937.929,6017379,0,0,0,0,0,212,252,1.627391472,1.952869767,0,1432,179.6086957,364.6904963,132999.1581,0,0,1,1,0,0,0,1,1,187.7727273,64.6,290.4166667,0,0,0,0,0,0,10,646,12,3485,8192,66,3,20,127371,0,127371,127371,6017361,0,6017361,6017361,Infilteration
80,6,5/7/2017 9:48,541304,4,2,231,0,231,0,57.75,115.5,0,0,0,0,426.7472622,11.08434447,108260.8,241751.5411,540719,45,541304,180434.6667,312060.4972,540771,45,533,533,0,533,533,0,0,0,0,136,72,7.389562981,3.694781491,0,231,33,87.30979327,7623,0,0,0,1,0,0,0,0,0,38.5,57.75,0,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0,0,0,0,0,0,0,0,DoS slowloris
8080,6,2/3/2018 10:18,484,2,0,0,0,0,0,0,0,0,0,0,0,0,4132.231405,484,0,484,484,484,484,0,484,484,0,0,0,0,0,0,0,0,0,40,0,4132.231405,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,Bot
80,6,5/7/2017 11:10,10612670,5,4,299,3525,299,0,59.8,133.7168651,3525,0,881.25,1762.5,360.3240278,0.848042952,1326583.75,2459241.868,5608456,3,5616786,1404196.5,2807749.678,5615821,3,1.06E+07,3537524.667,3077705.922,5608456,918,0,0,0,0,168,136,0.471134974,0.376907979,0,3525,382.4,1108.188131,1228080.933,0,0,0,1,0,0,0,0,0,424.8888889,59.8,881.25,0,0,0,0,0,0,5,299,4,3525,29200,235,1,32,1014,0,1014,1014,5608456,0,5608456,5608456,DoS GoldenEye
80,6,5/7/2017 10:43,7434,3,6,353,11595,353,0,117.6666667,203.804645,4344,0,1932.5,2178.085008,1607210.116,1210.653753,929.25,1587.681936,4000,1,4061,2030.5,2870.146425,4060,1,7374,1474.8,1949.537561,4191,34,0,0,0,0,104,200,403.551251,807.102502,0,4344,1194.8,1884.932878,3552971.956,0,0,0,1,0,0,0,0,2,1327.555556,117.6666667,1932.5,0,0,0,0,0,0,3,353,6,11595,29200,235,1,32,0,0,0,0,0,0,0,0,DoS Hulk
21,6,14/2/2018 10:33,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2000000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,1000000,1000000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,FTP-Patator
21,6,7/7/2017 1:56,569,2,1,8,2,6,2,4,2.828427125,2,2,2,0,17574.69244,5272.407733,284.5,306.1772363,501,68,569,569,0,569,569,0,0,0,0,0,0,0,0,0,44,24,3514.938489,1757.469244,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
21,6,4/7/2017 10:20,9380608,9,15,104,188,23,0,11.55555556,9.355628134,34,0,12.53333333,14.54975045,31.12804628,2.558469558,407852.5217,1059796.102,3209101,3,6238544,779818,1443745.699,3252827,3,9380488,670034.8571,1308272.146,3209101,4,0,0,0,0,296,488,0.959426084,1.599043474,0,34,11.68,12.60198397,158.81,0,0,0,1,0,0,0,0,1,12.16666667,11.55555556,12.53333333,0,0,0,0,0,0,9,104,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
80,6,15/2/2018 9:27,5987298,4,4,439,972,439,0,109.75,219.5,972,0,243,486,235.6655707,1.336161988,855328.2857,1865215.912,5004336,3,982962,327654,561461.2769,975963,283,5987295,1995765,2650390.597,5004644,7016,0,0,0,0,136,136,0.668080994,0.668080994,0,972,156.7777778,338.4323336,114536.4444,0,0,0,1,0,0,0,0,1,176.375,109.75,243,0,0,0,0,0,0,4,439,4,972,26883,219,1,32,0,0,0,0,0,0,0,0,DoS GoldenEye
80,6,5/7/2017 11:10,9578506,8,6,388,11632,388,0,48.5,137.1787156,5792,0,1938.666667,2544.918912,1254.892986,1.461605808,736808.1538,1799878.751,5003807,14,4574699,653528.4286,1727860.218,4571947,218,9578387,1915677.4,2626839.412,5005601,14,0,0,0,0,264,200,0.835203319,0.626402489,0,5792,801.3333333,1801.827432,3246582.095,0,0,0,1,0,0,0,0,0,858.5714286,48.5,1938.666667,0,0,0,0,0,0,8,388,6,11632,29200,235,1,32,0,0,0,0,0,0,0,0,DoS GoldenEye
8080,6,2/3/2018 10:18,514,2,0,0,0,0,0,0,0,0,0,0,0,0,3891.050584,514,0,514,514,514,514,0,514,514,0,0,0,0,0,0,0,0,0,40,0,3891.050584,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
80,6,5/7/2017 9:48,512287,4,2,231,0,231,0,57.75,115.5,0,0,0,0,450.9191137,11.71218477,102457.4,228665.7302,511507,56,512287,170762.3333,295176.7227,511603,176,724,724,0,724,724,0,0,0,0,136,72,7.808123181,3.90406159,0,231,33,87.30979327,7623,0,0,0,1,0,0,0,0,0,38.5,57.75,0,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0,0,0,0,0,0,0,0,DoS slowloris
22,6,4/7/2017 3:10,118,1,1,0,0,0,0,0,0,0,0,0,0,0,16949.15254,118,0,118,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,8474.576271,8474.576271,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0,0,0,0,0,0,0,0,SSH-Patator
80,6,5/7/2017 11:10,12008610,5,5,596,3525,596,0,119.2,266.5393029,2077,0,705,990.6447396,343.1704419,0.832735845,1334290,2693678.536,7003478,53,7006461,1751615.25,3501722.507,7004199,481,1.20E+07,3002128,3560369.207,7003478,192,0,0,0,0,168,168,0.416367923,0.416367923,0,2077,374.6363636,722.632171,522197.2545,0,0,0,1,0,0,0,0,1,412.1,119.2,705,0,0,0,0,0,0,5,596,5,3525,29200,236,1,32,1834,0,1834,1834,7003478,0,7003478,7003478,DoS GoldenEye
80,6,15/2/2018 9:27,5995537,4,4,462,972,462,0,115.5,231,972,0,243,486,239.1779085,1.334325849,856505.2857,1865697.189,5004511,3,991026,330342,569355.2106,987775,305,5995534,1998511.333,2649656.329,5004844,3256,0,0,0,0,136,136,0.667162925,0.667162925,0,972,159.3333333,340.9076121,116218,0,0,0,1,0,0,0,0,1,179.25,115.5,243,0,0,0,0,0,0,4,462,4,972,26883,219,1,32,0,0,0,0,0,0,0,0,DoS GoldenEye
0,0,23/2/2018 10:11,112641165,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633247,56320582.5,84.14570696,56320642,56320523,112641165,56320582.5,84.14570696,56320642,56320523,0,0,0,0,0,0,0,0,0,0,0,0.026633247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56320582.5,84.14570696,56320642,56320523,Web Attack
80,6,5/7/2017 2:24,229,2,0,12,0,6,6,6,0,0,0,0,0,52401.74672,8733.624454,229,0,229,229,229,229,0,229,229,0,0,0,0,0,0,0,0,0,40,0,8733.624454,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0,0,0,0,0,0,0,0,DoS slowloris
88,6,3/7/2017 8:56,953,7,4,2814,2836,1398,0,402,680.4028219,1418,0,709,818.6826817,5928646.38,11542.49738,95.3,211.9827299,692,1,953,158.8333333,333.2052921,837,2,854,284.6666667,408.1866403,756,49,0,0,0,0,164,104,7345.225603,4197.271773,0,1418,470.8333333,692.1741548,479105.0606,0,0,0,1,0,0,0,0,0,513.6363636,402,709,0,0,0,0,0,0,7,2814,4,2836,8192,2053,5,20,0,0,0,0,0,0,0,0,BENIGN
80,6,5/7/2017 10:43,3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,64,0,666666.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
500,17,23/2/2018 10:09,89479556,6,0,3000,0,500,500,500,0,0,0,0,0,33.52721151,0.067054423,17895911.2,15345148.16,41990295,4000184,89479556,17895911.2,15345148.16,41990295,4000184,0,0,0,0,0,0,0,0,0,48,0,0.067054423,0,500,500,500,0,0,0,0,0,0,0,0,0,0,0,583.3333333,500,0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000184,0,4000184,4000184,21369843,15281036.67,41990295,7200402,Web Attack
22,6,4/7/2017 3:11,5797001,17,19,1480,2297,640,0,87.05882353,159.1950339,976,0,120.8947368,281.5782691,651.5437896,6.210107606,165628.6,511031.6261,1964335,17,5797001,362312.5625,748646.5763,2008036,247,5695942,316441.2222,687455.3386,1964335,17,0,0,0,0,552,616,2.932550814,3.277556792,0,976,102.0810811,226.9131477,51489.57658,0,0,0,1,0,0,0,0,1,104.9166667,87.05882353,120.8947368,0,0,0,0,0,0,17,1480,19,2297,29200,247,10,32,0,0,0,0,0,0,0,0,SSH-Patator
